year,vendor_id,region,avg_price_per_kg,rainfall_index,temperature_avg,fertilizer_cost_index,government_incentive_score
2022,V043,Gujarat,123.7,0.708,29.71,0.558,0.655
2023,V043,Gujarat,124.34,0.5,29.04,0.558,0.564
2024,V043,Gujarat,126.35,0.413,26.93,0.491,0.568
2005,V044,New Mexico,109.91,0.579,24.47,0.337,0.349
2006,V044,New Mexico,112.46,0.739,26.35,0.3,0.603
2007,V044,New Mexico,106.51,0.668,26.05,0.381,0.538
2008,V044,New Mexico,109.48,0.489,25.86,0.44,0.408
2009,V044,New Mexico,114.14,0.399,24.07,0.429,0.375
2010,V044,New Mexico,112.17,0.459,23.27,0.484,0.448
2011,V044,New Mexico,122.94,0.599,24.32,0.429,0.487
2012,V044,New Mexico,120.37,0.721,23.69,0.375,0.284
2013,V044,New Mexico,116.02,0.55,26.22,0.384,0.441
2014,V044,New Mexico,122.93,0.543,26.07,0.519,0.331
2015,V044,New Mexico,121.47,0.538,26.0,0.487,0.707
2016,V044,New Mexico,135.15,0.67,23.88,0.429,0.354
2017,V044,New Mexico,125.22,0.703,24.62,0.394,0.307
2018,V044,New Mexico,132.05,0.522,23.91,0.487,0.294
2019,V044,New Mexico,134.02,0.59,23.49,0.506,0.311
2020,V044,New Mexico,143.97,0.636,25.49,0.5,0.272
2021,V044,New Mexico,146.1,0.797,26.04,0.484,0.344
2022,V044,New Mexico,137.87,0.688,25.34,0.421,0.358
2023,V044,New Mexico,140.94,0.424,25.09,0.525,0.392
2024,V044,New Mexico,142.58,0.551,22.92,0.451,0.336
2005,V045,Andhra Pradesh,97.42,0.571,29.55,0.319,0.494
2006,V045,Andhra Pradesh,96.07,0.706,29.69,0.328,0.42
2007,V045,Andhra Pradesh,92.23,0.674,29.38,0.458,0.542
2008,V045,Andhra Pradesh,96.87,0.53,31.01,0.325,0.613
2009,V045,Andhra Pradesh,97.55,0.446,27.52,0.38,0.516
2010,V045,Andhra Pradesh,101.4,0.58,25.96,0.399,0.554
2011,V045,Andhra Pradesh,103.58,0.691,29.04,0.429,0.493
2012,V045,Andhra Pradesh,107.55,0.814,28.85,0.419,0.487
2013,V045,Andhra Pradesh,107.59,0.684,30.24,0.432,0.302
2014,V045,Andhra Pradesh,108.95,0.554,29.89,0.421,0.504
2015,V045,Andhra Pradesh,111.19,0.789,30.0,0.386,0.537
2016,V045,Andhra Pradesh,109.97,0.745,28.91,0.487,0.572
2017,V045,Andhra Pradesh,109.56,0.719,26.7,0.343,0.537
2018,V045,Andhra Pradesh,106.55,0.621,28.34,0.493,0.685
2019,V045,Andhra Pradesh,112.85,0.593,28.01,0.415,0.495
2020,V045,Andhra Pradesh,118.31,0.576,29.49,0.469,0.687
2021,V045,Andhra Pradesh,121.68,0.675,31.5,0.473,0.712
2022,V045,Andhra Pradesh,126.06,0.901,28.81,0.502,0.462
2023,V045,Andhra Pradesh,118.7,0.793,29.33,0.52,0.553
2024,V045,Andhra Pradesh,126.66,0.654,27.14,0.606,0.498
2005,V046,California,109.91,0.655,23.95,0.277,0.508
2006,V046,California,112.86,0.771,24.34,0.359,0.433
2007,V046,California,107.35,0.729,26.33,0.405,0.517
2008,V046,California,102.43,0.488,24.38,0.361,0.387
2009,V046,California,111.36,0.491,22.27,0.391,0.67
2010,V046,California,111.0,0.721,23.47,0.364,0.411
2011,V046,California,122.05,0.908,22.38,0.397,0.395
2012,V046,California,116.99,0.541,24.33,0.406,0.476
2013,V046,California,117.67,0.521,25.0,0.479,0.502
2014,V046,California,124.26,0.403,26.18,0.442,0.521
2015,V046,California,125.24,0.661,24.24,0.322,0.433
2016,V046,California,129.43,0.699,23.09,0.371,0.351
2017,V046,California,129.74,0.735,22.8,0.518,0.359
2018,V046,California,129.63,0.591,22.95,0.495,0.357
2019,V046,California,129.07,0.508,23.73,0.502,0.509
2020,V046,California,140.95,0.594,25.78,0.413,0.364
2021,V046,California,144.8,0.861,25.32,0.514,0.407
2022,V046,California,134.61,0.534,25.46,0.518,0.553
2023,V046,California,132.64,0.446,23.36,0.456,0.361
2024,V046,California,141.18,0.611,21.15,0.607,0.655
2005,V047,Punjab,103.9,0.85,24.94,0.351,0.518
2006,V047,Punjab,100.4,0.663,26.41,0.343,0.404
2007,V047,Punjab,97.18,0.481,28.47,0.345,0.383
2008,V047,Punjab,95.08,0.37,26.92,0.328,0.686
2009,V047,Punjab,98.84,0.41,25.27,0.421,0.517
2010,V047,Punjab,103.44,0.543,24.26,0.296,0.622
2011,V047,Punjab,108.98,0.846,24.9,0.358,0.616
2012,V047,Punjab,100.52,0.636,26.36,0.407,0.591
2013,V047,Punjab,104.11,0.692,26.56,0.4,0.495
2014,V047,Punjab,107.79,0.371,27.57,0.437,0.531
2015,V047,Punjab,117.34,0.632,26.19,0.436,0.608
2016,V047,Punjab,111.44,0.674,25.62,0.41,0.557
2017,V047,Punjab,110.68,0.607,24.23,0.48,0.558
2018,V047,Punjab,109.02,0.416,25.94,0.412,0.545
2019,V047,Punjab,118.68,0.5,25.59,0.533,0.573
2020,V047,Punjab,120.12,0.41,27.26,0.484,0.638
2021,V047,Punjab,121.61,0.543,28.97,0.502,0.65
2022,V047,Punjab,123.99,0.544,27.01,0.502,0.588
2023,V047,Punjab,123.65,0.411,25.72,0.635,0.576
2024,V047,Punjab,122.6,0.694,23.14,0.545,0.432
2005,V048,Andhra Pradesh,94.4,0.629,28.77,0.345,0.81
2006,V048,Andhra Pradesh,103.7,0.656,30.41,0.348,0.464
2007,V048,Andhra Pradesh,95.1,0.731,28.62,0.352,0.78
2008,V048,Andhra Pradesh,101.82,0.741,29.83,0.338,0.271
2009,V048,Andhra Pradesh,99.03,0.482,27.35,0.377,0.523
2010,V048,Andhra Pradesh,104.02,0.664,27.06,0.316,0.514
2011,V048,Andhra Pradesh,110.56,0.839,27.64,0.404,0.42
2012,V048,Andhra Pradesh,103.88,0.626,27.48,0.492,0.412
2013,V048,Andhra Pradesh,99.96,0.439,28.98,0.324,0.612
2014,V048,Andhra Pradesh,106.76,0.552,29.73,0.412,0.569
2015,V048,Andhra Pradesh,111.27,0.533,28.55,0.36,0.328
2016,V048,Andhra Pradesh,110.41,0.617,29.34,0.521,0.522
2017,V048,Andhra Pradesh,110.6,0.57,27.01,0.435,0.495
2018,V048,Andhra Pradesh,108.32,0.53,28.12,0.434,0.692
2019,V048,Andhra Pradesh,120.71,0.462,28.35,0.506,0.33
2020,V048,Andhra Pradesh,119.39,0.484,28.99,0.584,0.501
2021,V048,Andhra Pradesh,120.07,0.547,30.28,0.546,0.44
2022,V048,Andhra Pradesh,126.75,0.782,28.39,0.574,0.589
2023,V048,Andhra Pradesh,118.67,0.3,28.23,0.583,0.501
2024,V048,Andhra Pradesh,122.01,0.3,28.87,0.495,0.646
2005,V049,Maharashtra,88.02,0.703,27.81,0.305,0.58
2006,V049,Maharashtra,94.13,0.617,30.17,0.368,0.569
2007,V049,Maharashtra,91.47,0.485,30.0,0.378,0.628
2008,V049,Maharashtra,89.2,0.413,28.73,0.264,0.682
2009,V049,Maharashtra,97.77,0.408,28.34,0.502,0.388
2010,V049,Maharashtra,101.54,0.446,26.93,0.442,0.465
2011,V049,Maharashtra,101.41,0.462,26.94,0.411,0.458
2012,V049,Maharashtra,107.36,0.771,27.9,0.45,0.49
2013,V049,Maharashtra,100.76,0.711,29.2,0.361,0.677
2014,V049,Maharashtra,104.72,0.67,29.73,0.41,0.643
2015,V049,Maharashtra,106.64,0.419,29.01,0.418,0.715
2016,V049,Maharashtra,110.86,0.756,26.55,0.541,0.754
2017,V049,Maharashtra,106.92,0.681,25.9,0.472,0.603
2018,V049,Maharashtra,108.0,0.599,26.03,0.506,0.651
2019,V049,Maharashtra,109.73,0.441,28.37,0.431,0.459
2020,V049,Maharashtra,112.91,0.498,29.0,0.542,0.543
2021,V049,Maharashtra,122.36,0.668,29.42,0.532,0.6
2022,V049,Maharashtra,120.63,0.597,30.39,0.53,0.57
2023,V049,Maharashtra,118.79,0.594,29.34,0.516,0.558
2024,V049,Maharashtra,118.43,0.408,24.97,0.511,0.432
2005,V050,Maharashtra,88.73,0.536,26.86,0.353,0.586
2006,V050,Maharashtra,97.0,0.818,29.94,0.421,0.725
2007,V050,Maharashtra,94.4,0.623,29.46,0.447,0.375
2008,V050,Maharashtra,99.91,0.712,28.36,0.423,0.549
2009,V050,Maharashtra,101.1,0.611,29.46,0.42,0.525
2010,V050,Maharashtra,107.71,0.821,26.68,0.386,0.441
2011,V050,Maharashtra,104.33,0.689,27.29,0.335,0.548
2012,V050,Maharashtra,106.17,0.667,26.98,0.375,0.401
2013,V050,Maharashtra,103.24,0.651,30.15,0.437,0.53
2014,V050,Maharashtra,103.59,0.335,29.67,0.438,0.62
2015,V050,Maharashtra,111.06,0.505,28.71,0.487,0.436
2016,V050,Maharashtra,113.27,0.635,26.88,0.472,0.442
2017,V050,Maharashtra,109.36,0.72,28.41,0.427,0.613
2018,V050,Maharashtra,106.28,0.467,27.21,0.436,0.544
2019,V050,Maharashtra,113.9,0.462,28.44,0.473,0.559
2020,V050,Maharashtra,122.69,0.583,30.4,0.461,0.692
2021,V050,Maharashtra,118.57,0.509,29.7,0.483,0.767
2022,V050,Maharashtra,120.94,0.504,29.52,0.491,0.589
2023,V050,Maharashtra,118.23,0.512,27.34,0.564,0.649
2024,V050,Maharashtra,118.38,0.471,25.36,0.553,0.784
2005,V051,New Mexico,112.8,0.474,25.58,0.372,0.484
2006,V051,New Mexico,114.36,0.543,26.29,0.404,0.37
2007,V051,New Mexico,118.96,0.677,27.37,0.362,0.474
2008,V051,New Mexico,114.29,0.51,25.35,0.314,0.519
2009,V051,New Mexico,117.36,0.376,25.62,0.434,0.576
2010,V051,New Mexico,128.18,0.709,23.49,0.363,0.517
2011,V051,New Mexico,131.26,0.822,24.69,0.356,0.403
2012,V051,New Mexico,122.88,0.508,23.86,0.396,0.435
2013,V051,New Mexico,130.69,0.404,28.01,0.523,0.344
2014,V051,New Mexico,129.16,0.498,26.41,0.407,0.553
2015,V051,New Mexico,129.36,0.446,24.94,0.368,0.451
2016,V051,New Mexico,143.76,0.819,25.31,0.458,0.436
2017,V051,New Mexico,133.0,0.652,22.4,0.49,0.523
2018,V051,New Mexico,136.4,0.519,23.68,0.356,0.413
2019,V051,New Mexico,137.1,0.479,24.4,0.508,0.408
2020,V051,New Mexico,149.11,0.76,25.69,0.525,0.479
2021,V051,New Mexico,147.39,0.711,26.01,0.492,0.684
2022,V051,New Mexico,143.99,0.419,26.76,0.453,0.315
2023,V051,New Mexico,149.04,0.689,24.22,0.545,0.35
2024,V051,New Mexico,154.05,0.605,24.31,0.565,0.369
2005,V052,Mississippi,106.84,0.487,22.68,0.354,0.591
2006,V052,Mississippi,113.38,0.64,24.26,0.369,0.587
2007,V052,Mississippi,107.64,0.567,23.63,0.405,0.635
2008,V052,Mississippi,114.09,0.676,24.06,0.402,0.366
2009,V052,Mississippi,107.01,0.345,22.07,0.361,0.458
2010,V052,Mississippi,122.37,0.761,19.98,0.449,0.394
2011,V052,Mississippi,123.2,0.695,21.68,0.471,0.346
2012,V052,Mississippi,120.45,0.785,24.86,0.394,0.561
2013,V052,Mississippi,117.31,0.602,23.86,0.495,0.411
2014,V052,Mississippi,119.86,0.541,25.58,0.446,0.587
2015,V052,Mississippi,126.34,0.549,23.56,0.454,0.519
2016,V052,Mississippi,129.83,0.698,21.61,0.454,0.431
2017,V052,Mississippi,128.39,0.668,21.19,0.534,0.323
2018,V052,Mississippi,129.75,0.576,20.74,0.517,0.227
2019,V052,Mississippi,133.31,0.458,21.41,0.415,0.52
2020,V052,Mississippi,135.43,0.643,25.28,0.589,0.4
2021,V052,Mississippi,143.17,0.611,24.26,0.501,0.532
2022,V052,Mississippi,141.37,0.76,23.94,0.523,0.506
2023,V052,Mississippi,141.87,0.5,21.94,0.524,0.454
2024,V052,Mississippi,143.76,0.361,22.21,0.578,0.211
2005,V053,Georgia,103.46,0.454,23.28,0.39,0.512
2006,V053,Georgia,111.13,0.596,25.44,0.319,0.458
2007,V053,Georgia,112.4,0.819,25.4,0.385,0.446
2008,V053,Georgia,106.4,0.553,23.21,0.397,0.521
2009,V053,Georgia,111.6,0.588,23.74,0.379,0.366
2010,V053,Georgia,122.29,0.679,22.1,0.425,0.394
2011,V053,Georgia,115.94,0.716,22.32,0.279,0.322
2012,V053,Georgia,118.51,0.633,22.92,0.406,0.516
2013,V053,Georgia,114.23,0.433,24.07,0.475,0.538
2014,V053,Georgia,123.33,0.42,23.66,0.457,0.428
2015,V053,Georgia,128.58,0.483,23.45,0.4,0.332
2016,V053,Georgia,130.16,0.673,23.04,0.397,0.428
2017,V053,Georgia,125.61,0.679,21.86,0.446,0.493
2018,V053,Georgia,129.06,0.512,22.93,0.361,0.252
2019,V053,Georgia,126.09,0.466,23.8,0.505,0.499
2020,V053,Georgia,135.36,0.522,25.74,0.625,0.402
2021,V053,Georgia,143.44,0.847,25.55,0.465,0.516
2022,V053,Georgia,139.36,0.646,25.45,0.579,0.408
2023,V053,Georgia,136.19,0.482,23.7,0.461,0.517
2024,V053,Georgia,145.29,0.617,21.56,0.611,0.56
2005,V054,Georgia,109.96,0.531,24.12,0.315,0.669
2006,V054,Georgia,115.43,0.594,24.89,0.356,0.458
2007,V054,Georgia,111.92,0.743,25.19,0.368,0.492
2008,V054,Georgia,116.57,0.616,25.88,0.443,0.416
2009,V054,Georgia,108.01,0.527,22.94,0.339,0.508
2010,V054,Georgia,118.07,0.495,22.6,0.382,0.317
2011,V054,Georgia,122.13,0.773,22.81,0.468,0.51
2012,V054,Georgia,123.49,0.504,23.91,0.476,0.534
2013,V054,Georgia,125.62,0.661,25.02,0.504,0.458
2014,V054,Georgia,123.84,0.559,25.64,0.504,0.442
2015,V054,Georgia,130.24,0.66,24.78,0.508,0.389
2016,V054,Georgia,127.31,0.528,23.12,0.472,0.418
2017,V054,Georgia,134.04,0.749,23.68,0.457,0.352
2018,V054,Georgia,134.32,0.413,24.0,0.449,0.251
2019,V054,Georgia,135.74,0.419,22.59,0.577,0.301
2020,V054,Georgia,143.05,0.688,25.13,0.415,0.344
2021,V054,Georgia,151.21,0.676,26.01,0.558,0.297
2022,V054,Georgia,145.28,0.697,25.52,0.638,0.271
2023,V054,Georgia,136.46,0.442,23.64,0.528,0.345
2024,V054,Georgia,150.24,0.669,22.06,0.562,0.248
2005,V055,Haryana,96.72,0.504,25.39,0.33,0.538
2006,V055,Haryana,103.27,0.671,26.29,0.45,0.42
2007,V055,Haryana,103.48,0.79,27.9,0.323,0.621
2008,V055,Haryana,105.72,0.52,26.05,0.397,0.46
2009,V055,Haryana,103.03,0.595,25.26,0.405,0.603
2010,V055,Haryana,105.83,0.372,23.96,0.354,0.4
2011,V055,Haryana,111.87,0.785,25.02,0.377,0.567
2012,V055,Haryana,109.86,0.783,26.02,0.375,0.47
2013,V055,Haryana,109.99,0.552,27.74,0.427,0.542
2014,V055,Haryana,108.54,0.387,26.06,0.405,0.592
2015,V055,Haryana,120.12,0.635,27.07,0.396,0.65
2016,V055,Haryana,116.18,0.556,26.3,0.453,0.333
2017,V055,Haryana,114.11,0.53,24.21,0.472,0.706
2018,V055,Haryana,122.39,0.738,25.97,0.494,0.369
2019,V055,Haryana,124.81,0.549,27.4,0.533,0.627
2020,V055,Haryana,124.5,0.367,26.77,0.56,0.494
2021,V055,Haryana,129.1,0.821,28.81,0.466,0.595
2022,V055,Haryana,124.18,0.74,27.3,0.537,0.879
2023,V055,Haryana,122.03,0.416,24.09,0.455,0.49
2024,V055,Haryana,127.01,0.509,24.13,0.531,0.684
2005,V056,Arizona,108.97,0.623,25.45,0.231,0.535
2006,V056,Arizona,117.6,0.814,28.83,0.35,0.525
2007,V056,Arizona,107.89,0.594,30.17,0.384,0.655
2008,V056,Arizona,111.22,0.543,25.88,0.322,0.375
2009,V056,Arizona,113.06,0.581,27.01,0.382,0.6
2010,V056,Arizona,114.17,0.576,26.09,0.379,0.573
2011,V056,Arizona,118.14,0.709,25.76,0.387,0.559
2012,V056,Arizona,125.41,0.789,28.23,0.499,0.437
2013,V056,Arizona,117.96,0.403,26.29,0.514,0.374
2014,V056,Arizona,118.96,0.529,28.16,0.375,0.499
2015,V056,Arizona,122.84,0.347,26.51,0.459,0.254
2016,V056,Arizona,133.29,0.641,27.94,0.552,0.358
2017,V056,Arizona,127.14,0.636,24.34,0.469,0.423
2018,V056,Arizona,124.43,0.488,24.91,0.485,0.474
2019,V056,Arizona,130.19,0.374,26.54,0.477,0.366
2020,V056,Arizona,141.48,0.608,30.13,0.522,0.434
2021,V056,Arizona,137.26,0.722,27.57,0.472,0.423
2022,V056,Arizona,145.13,0.829,27.77,0.505,0.353
2023,V056,Arizona,144.78,0.685,27.9,0.543,0.409
2024,V056,Arizona,143.85,0.479,25.12,0.474,0.446
2005,V057,Tamil Nadu,94.29,0.487,27.92,0.305,0.555
2006,V057,Tamil Nadu,98.99,0.517,30.32,0.358,0.432
2007,V057,Tamil Nadu,98.96,0.586,29.28,0.46,0.447
2008,V057,Tamil Nadu,101.81,0.945,28.66,0.402,0.444
2009,V057,Tamil Nadu,97.89,0.356,28.32,0.316,0.615
2010,V057,Tamil Nadu,105.36,0.575,27.24,0.414,0.409
2011,V057,Tamil Nadu,109.56,0.563,26.14,0.477,0.461
2012,V057,Tamil Nadu,105.14,0.584,28.13,0.548,0.71
2013,V057,Tamil Nadu,103.51,0.491,30.52,0.394,0.337
2014,V057,Tamil Nadu,110.62,0.393,30.41,0.386,0.467
2015,V057,Tamil Nadu,113.24,0.611,30.35,0.474,0.695
2016,V057,Tamil Nadu,116.31,0.544,28.01,0.508,0.685
2017,V057,Tamil Nadu,116.44,0.677,26.07,0.515,0.523
2018,V057,Tamil Nadu,109.93,0.592,26.66,0.447,0.465
2019,V057,Tamil Nadu,120.8,0.69,31.13,0.495,0.682
2020,V057,Tamil Nadu,124.17,0.591,30.33,0.527,0.517
2021,V057,Tamil Nadu,128.28,0.775,29.61,0.507,0.771
2022,V057,Tamil Nadu,119.7,0.729,29.91,0.57,0.741
2023,V057,Tamil Nadu,123.06,0.606,28.13,0.496,0.465
2024,V057,Tamil Nadu,130.24,0.644,27.52,0.537,0.654
2005,V058,Telangana,99.26,0.755,27.5,0.335,0.577
2006,V058,Telangana,100.78,0.735,29.8,0.271,0.576
2007,V058,Telangana,105.33,0.772,30.75,0.438,0.645
2008,V058,Telangana,100.96,0.559,29.35,0.417,0.484
2009,V058,Telangana,95.67,0.418,28.38,0.393,0.725
2010,V058,Telangana,103.84,0.575,27.45,0.42,0.556
2011,V058,Telangana,104.94,0.67,25.74,0.383,0.58
2012,V058,Telangana,108.59,0.861,26.74,0.373,0.306
2013,V058,Telangana,104.55,0.538,29.54,0.354,0.62
2014,V058,Telangana,109.98,0.496,28.45,0.382,0.642
2015,V058,Telangana,116.07,0.685,28.77,0.364,0.523
2016,V058,Telangana,120.79,0.861,28.58,0.49,0.484
2017,V058,Telangana,107.75,0.577,26.23,0.46,0.721
2018,V058,Telangana,116.99,0.508,25.73,0.539,0.638
2019,V058,Telangana,124.7,0.751,28.45,0.482,0.604
2020,V058,Telangana,117.55,0.496,28.93,0.395,0.589
2021,V058,Telangana,132.68,0.784,29.08,0.594,0.434
2022,V058,Telangana,121.46,0.521,30.82,0.517,0.497
2023,V058,Telangana,122.27,0.517,27.43,0.515,0.653
2024,V058,Telangana,126.66,0.393,24.64,0.558,0.497
2005,V059,Andhra Pradesh,92.01,0.571,29.85,0.328,0.675
2006,V059,Andhra Pradesh,96.72,0.722,29.82,0.318,0.457
2007,V059,Andhra Pradesh,96.86,0.532,30.48,0.401,0.529
2008,V059,Andhra Pradesh,95.2,0.519,30.12,0.385,0.476
2009,V059,Andhra Pradesh,99.09,0.411,27.93,0.458,0.198
2010,V059,Andhra Pradesh,92.66,0.434,27.79,0.424,0.584
2011,V059,Andhra Pradesh,106.24,0.69,28.38,0.447,0.442
2012,V059,Andhra Pradesh,99.1,0.432,29.93,0.381,0.45
2013,V059,Andhra Pradesh,101.73,0.549,30.61,0.363,0.466
2014,V059,Andhra Pradesh,106.53,0.588,31.33,0.442,0.497
2015,V059,Andhra Pradesh,108.4,0.652,30.75,0.468,0.669
2016,V059,Andhra Pradesh,107.98,0.602,28.6,0.442,0.628
2017,V059,Andhra Pradesh,106.32,0.73,25.89,0.576,0.532
2018,V059,Andhra Pradesh,110.21,0.552,27.76,0.53,0.64
2019,V059,Andhra Pradesh,113.64,0.517,30.42,0.416,0.584
2020,V059,Andhra Pradesh,121.94,0.556,28.78,0.508,0.603
2021,V059,Andhra Pradesh,122.87,0.747,32.36,0.491,0.451
2022,V059,Andhra Pradesh,117.56,0.716,29.18,0.598,0.474
2023,V059,Andhra Pradesh,115.31,0.369,28.19,0.686,0.589
2024,V059,Andhra Pradesh,127.46,0.497,27.67,0.573,0.491
2005,V060,Madhya Pradesh,101.53,0.685,26.5,0.414,0.474
2006,V060,Madhya Pradesh,98.86,0.549,28.72,0.338,0.42
2007,V060,Madhya Pradesh,97.15,0.631,28.37,0.371,0.318
2008,V060,Madhya Pradesh,102.71,0.484,28.5,0.428,0.587
2009,V060,Madhya Pradesh,101.73,0.566,25.88,0.513,0.718
2010,V060,Madhya Pradesh,107.4,0.755,25.42,0.367,0.612
2011,V060,Madhya Pradesh,105.86,0.621,24.45,0.422,0.62
2012,V060,Madhya Pradesh,108.74,0.66,26.16,0.417,0.527
2013,V060,Madhya Pradesh,105.01,0.639,29.75,0.428,0.665
2014,V060,Madhya Pradesh,112.99,0.663,29.15,0.439,0.25
2015,V060,Madhya Pradesh,111.56,0.471,27.75,0.429,0.468
2016,V060,Madhya Pradesh,118.55,0.771,25.82,0.434,0.509
2017,V060,Madhya Pradesh,110.84,0.377,26.35,0.542,0.455
2018,V060,Madhya Pradesh,116.99,0.443,26.01,0.383,0.453
2019,V060,Madhya Pradesh,117.93,0.583,27.28,0.4,0.634
2020,V060,Madhya Pradesh,125.01,0.602,28.55,0.535,0.693
2021,V060,Madhya Pradesh,128.38,0.579,30.82,0.546,0.817
2022,V060,Madhya Pradesh,127.57,0.701,27.62,0.433,0.587
2023,V060,Madhya Pradesh,121.51,0.552,27.03,0.485,0.545
2024,V060,Madhya Pradesh,126.44,0.335,24.82,0.611,0.503
2005,V061,Rajasthan,96.79,0.693,31.05,0.393,0.531
2006,V061,Rajasthan,97.54,0.83,30.57,0.393,0.611
2007,V061,Rajasthan,97.76,0.787,32.84,0.347,0.381
2008,V061,Rajasthan,98.78,0.557,30.34,0.285,0.562
2009,V061,Rajasthan,99.54,0.589,29.81,0.41,0.613
2010,V061,Rajasthan,102.62,0.505,28.34,0.416,0.493
2011,V061,Rajasthan,106.55,0.8,29.85,0.414,0.399
2012,V061,Rajasthan,104.98,0.477,31.11,0.427,0.573
2013,V061,Rajasthan,108.03,0.567,31.08,0.421,0.463
2014,V061,Rajasthan,106.8,0.556,29.96,0.499,0.65
2015,V061,Rajasthan,109.18,0.629,32.48,0.362,0.628
2016,V061,Rajasthan,116.22,0.669,29.01,0.459,0.442
2017,V061,Rajasthan,106.25,0.623,28.28,0.411,0.58
2018,V061,Rajasthan,109.84,0.401,29.2,0.434,0.52
2019,V061,Rajasthan,119.84,0.46,28.79,0.522,0.746
2020,V061,Rajasthan,120.08,0.683,29.75,0.575,0.653
2021,V061,Rajasthan,126.87,0.732,31.1,0.534,0.474
2022,V061,Rajasthan,116.46,0.501,29.92,0.558,0.523
2023,V061,Rajasthan,115.2,0.508,28.4,0.472,0.801
2024,V061,Rajasthan,121.65,0.452,28.2,0.571,0.69
2005,V062,Andhra Pradesh,101.9,0.666,28.92,0.437,0.275
2006,V062,Andhra Pradesh,101.04,0.756,29.99,0.375,0.449
2007,V062,Andhra Pradesh,100.38,0.579,31.45,0.393,0.535
2008,V062,Andhra Pradesh,95.83,0.451,29.17,0.38,0.409
2009,V062,Andhra Pradesh,100.85,0.692,26.13,0.381,0.693
2010,V062,Andhra Pradesh,102.6,0.648,27.0,0.288,0.546
2011,V062,Andhra Pradesh,106.68,0.605,29.22,0.53,0.552
2012,V062,Andhra Pradesh,109.8,0.647,30.43,0.408,0.297
2013,V062,Andhra Pradesh,102.8,0.432,30.31,0.453,0.533
2014,V062,Andhra Pradesh,108.78,0.515,29.27,0.338,0.671
2015,V062,Andhra Pradesh,108.24,0.56,29.23,0.396,0.507
2016,V062,Andhra Pradesh,118.12,0.627,28.84,0.458,0.634
2017,V062,Andhra Pradesh,118.43,0.759,27.55,0.421,0.634
2018,V062,Andhra Pradesh,114.94,0.75,26.61,0.422,0.651
2019,V062,Andhra Pradesh,116.12,0.569,28.31,0.479,0.417
2020,V062,Andhra Pradesh,121.53,0.736,30.46,0.414,0.539
2021,V062,Andhra Pradesh,129.54,0.696,29.59,0.511,0.516
2022,V062,Andhra Pradesh,117.88,0.482,27.93,0.518,0.529
2023,V062,Andhra Pradesh,122.38,0.667,28.33,0.598,0.656
2024,V062,Andhra Pradesh,128.88,0.535,27.85,0.548,0.51
2005,V063,Texas,111.38,0.552,27.16,0.317,0.343
2006,V063,Texas,114.12,0.77,27.07,0.335,0.544
2007,V063,Texas,113.37,0.601,26.74,0.338,0.452
2008,V063,Texas,106.44,0.3,26.0,0.36,0.636
2009,V063,Texas,117.64,0.663,24.3,0.41,0.4
2010,V063,Texas,122.21,0.487,26.72,0.442,0.585
2011,V063,Texas,124.82,0.654,25.69,0.367,0.567
2012,V063,Texas,117.82,0.71,25.12,0.402,0.609
2013,V063,Texas,119.93,0.447,26.82,0.43,0.555
2014,V063,Texas,125.99,0.616,26.66,0.387,0.565
2015,V063,Texas,126.82,0.645,27.52,0.433,0.602
2016,V063,Texas,136.48,0.649,26.45,0.467,0.378
2017,V063,Texas,133.43,0.768,23.71,0.446,0.44
2018,V063,Texas,129.25,0.377,25.09,0.466,0.351
2019,V063,Texas,131.48,0.3,25.44,0.446,0.483
2020,V063,Texas,147.34,0.743,27.97,0.545,0.375
2021,V063,Texas,143.92,0.664,27.79,0.48,0.569
2022,V063,Texas,148.03,0.835,27.48,0.45,0.459
2023,V063,Texas,142.88,0.474,24.82,0.58,0.334
2024,V063,Texas,144.15,0.579,23.96,0.496,0.438
2005,V064,Maharashtra,101.75,0.621,29.04,0.383,0.429
2006,V064,Maharashtra,98.52,0.557,29.04,0.432,0.522
2007,V064,Maharashtra,96.21,0.598,28.43,0.289,0.547
2008,V064,Maharashtra,93.48,0.643,28.33,0.38,0.527
2009,V064,Maharashtra,101.26,0.692,27.52,0.421,0.591
2010,V064,Maharashtra,104.21,0.628,26.85,0.36,0.667
2011,V064,Maharashtra,106.35,0.871,26.84,0.426,0.611
2012,V064,Maharashtra,103.84,0.674,27.24,0.536,0.394
2013,V064,Maharashtra,105.3,0.678,28.35,0.46,0.687
2014,V064,Maharashtra,107.53,0.462,30.02,0.498,0.634
2015,V064,Maharashtra,111.02,0.63,29.3,0.48,0.654
2016,V064,Maharashtra,120.49,0.59,27.04,0.511,0.566
2017,V064,Maharashtra,115.81,0.674,26.62,0.438,0.554
2018,V064,Maharashtra,113.97,0.468,26.09,0.457,0.572
2019,V064,Maharashtra,113.43,0.406,28.12,0.398,0.487
2020,V064,Maharashtra,125.86,0.579,29.04,0.472,0.618
2021,V064,Maharashtra,122.43,0.585,29.92,0.501,0.596
2022,V064,Maharashtra,123.48,0.68,28.19,0.475,0.54
2023,V064,Maharashtra,125.41,0.657,26.95,0.544,0.686
2024,V064,Maharashtra,126.49,0.48,26.69,0.483,0.576
2005,V065,Karnataka,91.96,0.605,27.17,0.309,0.57
2006,V065,Karnataka,92.95,0.645,28.12,0.338,0.571
2007,V065,Karnataka,95.57,0.885,27.75,0.373,0.445
